"variable","mean_missing","mean_present","p_value"
"age",74.4401989850025,69.1395342271312,1.63138503124859e-06
"n_drugs",4.73790496178226,3.73338242075666,2.63280515648515e-05
"acb_burden",1.15637553591372,0.862657666759351,0.0316947038884459
"income_pir",2.24714471577585,3.13612273835456,7.00057250601851e-05
