"model","outcome","term","estimate","ci_lower","ci_upper","p_value","n_used"
"M4-IPW: DSST","CFDDS","acb_burden",-0.852512533541556,-1.98870053903187,0.283675471948758,0.131834841283209,1288
"M4-IPW: DSST","CFDDS","n_drugs",-0.495282480228618,-0.864325012409624,-0.126239948047612,0.0115145205338086,1288
