"acb_cat","age","n_drugs","CFDDS","CFDAST","income_pir","se.age","se.n_drugs","se.CFDDS","se.CFDAST","se.income_pir"
"ACB 0",68.0398858233481,2.20646742572183,55.4164389250298,19.0225753117594,3.33235977731227,0.3209733812804,0.0912931198583082,0.940381771517243,0.350984893620986,0.132870073853338
"ACB 1-2",69.8695142828169,5.05278798818201,50.559603393564,18.0100940502568,3.01810377415747,0.481752797770785,0.200228540086618,1.18917351189696,0.517991070552911,0.124855139942034
"ACB 3+",71.0261248076429,7.56931709895192,46.0928086457657,16.4755239237484,2.70113415338538,0.439008448830352,0.300165846734357,1.85583525539088,0.274915078786106,0.173508022236854
