"acb_cat","age","n_drugs","CFDDS","CFDAST","income_pir","se.age","se.n_drugs","se.CFDDS","se.CFDAST","se.income_pir"
"ACB 0",68.5297957524403,2.41263761365121,54.3622878542869,18.4961914511759,3.18476240831789,0.310190666289718,0.111031711850831,1.01886000777087,0.267961524124862,0.115244176921217
"ACB 1-2",70.25432194368,5.67133688032511,48.6171967280342,17.7382810174624,3.01139210470185,0.371096450824736,0.211901559098366,1.14734973538057,0.43048188751111,0.0804889763405653
"ACB 3+",70.3507720226943,7.51719037043338,45.5467478583833,16.4693465737119,2.76385660768215,0.834051011421066,0.320198496563386,1.48170073168699,0.506705125185391,0.168216007330316
