"variable","mean_missing","mean_present","p_value"
"age",72.8968492903409,69.3202544566471,0.000719692283608833
"n_drugs",5.23694466022606,4.07471147205049,0.0437450393803819
"acb_burden",1.36349116472161,0.877330805158567,0.0284923825966063
"income_pir",1.96102378888582,3.07369514569265,1.44680504470992e-05
